Alabama,, Average Temperature,
200802,Utah,30.5,-1.7
200803,Utah,37.2,-4
200804,Utah,43.1,-3.7
200805,Utah,52.8,-1.6
200806,Utah,65,-2.6
200807,Utah,74.1,0.5
200808,Utah,71.6,0.5
200809,Utah,61.9,-1.3
200810,Utah,50.4,0.6
200811,Utah,40.9,2.9
200812,Utah,27,-1.4
200901,Utah,29.5,1.6
200902,Utah,33.1,0.9
200903,Utah,39.2,-2
200904,Utah,45.3,-1.5
200905,Utah,58.7,4.3
200906,Utah,62,-5.6
200907,Utah,73.2,-0.4
200908,Utah,69.7,-1.4
200909,Utah,64.3,1.1
200910,Utah,45.7,-4.1
200911,Utah,39,1
200912,Utah,21.6,-6.8
201001,Utah,27,-0.9
201002,Utah,29.9,-2.3
201003,Utah,38,-3.2
201004,Utah,44.7,-2.1
201005,Utah,50.2,-4.2
201006,Utah,65.4,-2.2
201007,Utah,73.1,-0.5
201008,Utah,69.3,-1.8
201009,Utah,63.8,0.6
201010,Utah,51.1,1.3
201011,Utah,34.8,-3.2
201012,Utah,32.5,4.1
201101,Utah,25.4,-2.5
201102,Utah,28.6,-3.6
201103,Utah,39.4,-1.8
201104,Utah,43.5,-3.3
201105,Utah,50.8,-3.6
201106,Utah,63.3,-4.3
201107,Utah,71.8,-1.8
201108,Utah,72.5,1.4
201109,Utah,63.2,0
201110,Utah,50,0.2
201111,Utah,36,-2
201112,Utah,26.8,-1.6
201201,Utah,31,3.1
201202,Utah,31.7,-0.5
201203,Utah,42.6,1.4
201204,Utah,49.6,2.8
201205,Utah,58,3.6
201206,Utah,68.7,1.1
201207,Utah,73.2,-0.4
201208,Utah,73,1.9
201209,Utah,63.6,0.4
201210,Utah,50.9,1.1
201211,Utah,41.2,3.2
201212,Utah,27.8,-0.6
201301,Utah,19.7,-8.2
201302,Utah,27.6,-4.6
201303,Utah,41,-0.2
201304,Utah,45,-1.8
201305,Utah,56,1.6
201306,Utah,69.2,1.6
201307,Utah,74.6,1
201308,Utah,71,-0.1
201309,Utah,61.4,-1.8
201310,Utah,46.4,-3.4
201311,Utah,38,0
201312,Utah,23.1,-5.3
201401,Utah,30.4,2.5
201402,Utah,35.7,3.5
201403,Utah,41,-0.2
201404,Utah,46.7,-0.1
201405,Utah,56.5,2.1
201406,Utah,66,-1.6
201407,Utah,74.6,1
201408,Utah,67.7,-3.4
201409,Utah,64.2,1
201410,Utah,53.1,3.3
201411,Utah,37.7,-0.3
201412,Utah,31.7,3.3
201501,Utah,32.1,4.2
201502,Utah,38.9,6.7
201503,Utah,44.9,3.7
201504,Utah,47.1,0.3
201505,Utah,53.8,-0.6
201506,Utah,70,2.4
201507,Utah,70.1,-3.5
201508,Utah,71,-0.1
201509,Utah,65.5,2.3
201510,Utah,54.3,4.5
201511,Utah,34.5,-3.5
201512,Utah,26.6,-1.8
201601,Utah,26.6,-1.3
201602,Utah,33.7,1.5
201603,Utah,42.2,1
201604,Utah,47.9,1.1
201605,Utah,54.4,0
201606,Utah,70.9,3.3
201607,Utah,73.7,0.1
201608,Utah,70.1,-1
201609,Utah,61.1,-2.1
201610,Utah,53.2,3.4
201611,Utah,41.6,3.6
201612,Utah,27.4,-1
201701,Utah,25.9,-2
201702,Utah,36.5,4.3
201703,Utah,45.3,4.1
201704,Utah,46,-0.8
201705,Utah,55.6,1.2
201706,Utah,69.5,1.9
201707,Utah,75,1.4
201708,Utah,71.6,0.5
201709,Utah,60.7,-2.5
201710,Utah,48.1,-1.7
201711,Utah,43,5
201712,Utah,31.4,3
201801,Utah,32.8,4.9
201802,Utah,32.2,0
201803,Utah,39.2,-2
201804,Utah,49,2.2
201805,Utah,58.3,3.9
201806,Utah,69.1,1.5
201807,Utah,76.1,2.5
201808,Utah,72.4,1.3
201809,Utah,65.8,2.6
201810,Utah,47.5,-2.3
201811,Utah,35,-3
201812,Utah,27.4,-1
201901,Utah,27,-0.9
201902,Utah,27.2,-5
201903,Utah,38.2,-3
201904,Utah,48.6,1.8
201905,Utah,50.5,-3.9
201906,Utah,63.6,-4
201907,Utah,73.3,-0.3
201908,Utah,72.8,1.7
201909,Utah,63.1,-0.1
201910,Utah,42.9,-6.9
201911,Utah,38.5,0.5
201912,Utah,28.8,0.4
202001,Utah,28.7,0.8
200001,Vermont,15,-3.5
200002,Vermont,20.8,0.4
200003,Vermont,34.1,5.7
200004,Vermont,39.8,-1.4
200005,Vermont,52.9,-2.1
200006,Vermont,60.4,-1.1
200007,Vermont,63.1,-4.8
200008,Vermont,63.3,-2.3
200009,Vermont,55.5,-3.7
200010,Vermont,45.6,-2
200011,Vermont,34.8,0.6
200012,Vermont,16.6,-8.2
200101,Vermont,17.8,-0.7
200102,Vermont,19.5,-0.9
200103,Vermont,25.2,-3.2
200104,Vermont,39.9,-1.3
200105,Vermont,54.8,-0.2
200106,Vermont,63.2,1.7
200107,Vermont,63.6,-4.3
200108,Vermont,67.9,2.3
200109,Vermont,57.4,-1.8
200110,Vermont,47.8,0.2
200111,Vermont,38.5,4.3
200112,Vermont,29.8,5
200201,Vermont,25.2,6.7
200202,Vermont,24,3.6
200203,Vermont,29.7,1.3
200204,Vermont,43.4,2.2
200205,Vermont,49.4,-5.6
200206,Vermont,60.6,-0.9
200207,Vermont,66.5,-1.4
200208,Vermont,66.8,1.2
200209,Vermont,60.4,1.2
200210,Vermont,42.9,-4.7
200211,Vermont,32.3,-1.9
200212,Vermont,21.6,-3.2
200301,Vermont,9.5,-9
200302,Vermont,14.2,-6.2
200303,Vermont,27.8,-0.6
200304,Vermont,38.1,-3.1
200305,Vermont,51.9,-3.1
200306,Vermont,61.7,0.2
200307,Vermont,66.5,-1.4
200308,Vermont,67.3,1.7
200309,Vermont,58.4,-0.8
200310,Vermont,44.1,-3.5
200311,Vermont,36.5,2.3
200312,Vermont,21.8,-3
200401,Vermont,7.2,-11.3
200402,Vermont,17.5,-2.9
200403,Vermont,31.6,3.2
200404,Vermont,41.4,0.2
200405,Vermont,54.9,-0.1
200406,Vermont,59.4,-2.1
200407,Vermont,65.7,-2.2
200408,Vermont,64.5,-1.1
200409,Vermont,58.3,-0.9
200410,Vermont,45.4,-2.2
200411,Vermont,34.8,0.6
200412,Vermont,21.4,-3.4
200501,Vermont,13.9,-4.6
200502,Vermont,21.1,0.7
200503,Vermont,25.1,-3.3
200504,Vermont,43.4,2.2
200505,Vermont,48.7,-6.3
200506,Vermont,66.5,5
200507,Vermont,68.6,0.7
200508,Vermont,67,1.4
200509,Vermont,60.6,1.4
200510,Vermont,47.8,0.2
200511,Vermont,37,2.8
200512,Vermont,21.3,-3.5
200601,Vermont,26,7.5
200602,Vermont,21.3,0.9
200603,Vermont,28.9,0.5
200604,Vermont,43,1.8
200605,Vermont,54.2,-0.8
200606,Vermont,62.9,1.4
200607,Vermont,69.2,1.3
200608,Vermont,63.4,-2.2
200609,Vermont,56.4,-2.8
200610,Vermont,44.4,-3.2
200611,Vermont,40.5,6.3
200612,Vermont,30.5,5.7
200701,Vermont,19.6,1.1
200702,Vermont,12.8,-7.6
200703,Vermont,25.8,-2.6
200704,Vermont,38.7,-2.5
200705,Vermont,53.3,-1.7
200706,Vermont,62.9,1.4
200707,Vermont,64.6,-3.3
200708,Vermont,64.6,-1
200709,Vermont,58.8,-0.4
200710,Vermont,51.1,3.5
200711,Vermont,32.4,-1.8
200712,Vermont,21.5,-3.3
200801,Vermont,21.5,3
200802,Vermont,20.5,0.1
200803,Vermont,25.8,-2.6
200804,Vermont,44.8,3.6
200805,Vermont,50,-5
200806,Vermont,63.7,2.2
200807,Vermont,67,-0.9
200808,Vermont,63.1,-2.5
200809,Vermont,58.5,-0.7
200810,Vermont,44.1,-3.5
200811,Vermont,34.7,0.5
200812,Vermont,22.9,-1.9
200901,Vermont,10.9,-7.6
200902,Vermont,20.6,0.2
200903,Vermont,29.6,1.2
200904,Vermont,43.3,2.1
200905,Vermont,52.5,-2.5
200906,Vermont,60.3,-1.2
200907,Vermont,64,-3.9
200908,Vermont,66.2,0.6
200909,Vermont,55.8,-3.4
200910,Vermont,42.9,-4.7
200911,Vermont,39.4,5.2
200912,Vermont,21.9,-2.9
201001,Vermont,20.1,1.6
201002,Vermont,23.5,3.1
201003,Vermont,35.9,7.5
201004,Vermont,46.2,5
201005,Vermont,56,1
201006,Vermont,61.8,0.3
201007,Vermont,69.4,1.5
201008,Vermont,65.4,-0.2
201009,Vermont,59.2,0
201010,Vermont,45.2,-2.4
201011,Vermont,35,0.8
201012,Vermont,20.8,-4
201101,Vermont,15.7,-2.8
201102,Vermont,17.6,-2.8
201103,Vermont,27.5,-0.9
201104,Vermont,41.7,0.5
201105,Vermont,56.2,1.2
201106,Vermont,62,0.5
201107,Vermont,68.5,0.6
201108,Vermont,65.8,0.2
201109,Vermont,60.8,1.6
201110,Vermont,47.7,0.1
201111,Vermont,40.2,6
201112,Vermont,27.9,3.1
201201,Vermont,21.4,2.9
201202,Vermont,25.6,5.2
201203,Vermont,38.7,10.3
201204,Vermont,42.7,1.5
201205,Vermont,57.5,2.5
201206,Vermont,62.2,0.7
201207,Vermont,68,0.1
201208,Vermont,67.1,1.5
201209,Vermont,57.2,-2
201210,Vermont,49.3,1.7
201211,Vermont,33.1,-1.1
201212,Vermont,27.4,2.6
201301,Vermont,18.6,0.1
201302,Vermont,21.5,1.1
201303,Vermont,29.5,1.1
201304,Vermont,40.8,-0.4
201305,Vermont,55.1,0.1
201306,Vermont,62,0.5
201307,Vermont,69.7,1.8
201308,Vermont,64.1,-1.5
201309,Vermont,56.5,-2.7
201310,Vermont,47.8,0.2
201311,Vermont,31.8,-2.4
201312,Vermont,21.4,-3.4
201401,Vermont,14.6,-3.9
201402,Vermont,16.6,-3.8
201403,Vermont,18.6,-9.8
201404,Vermont,40.5,-0.7
201405,Vermont,53.6,-1.4
201406,Vermont,62.6,1.1
201407,Vermont,66.5,-1.4
201408,Vermont,63.3,-2.3
201409,Vermont,57.5,-1.7
201410,Vermont,49.3,1.7
201411,Vermont,33.3,-0.9
201412,Vermont,27,2.2
201501,Vermont,12.2,-6.3
201502,Vermont,5.3,-15.1
201503,Vermont,22.3,-6.1
201504,Vermont,39.5,-1.7
201505,Vermont,58.6,3.6
201506,Vermont,59.9,-1.6
201507,Vermont,66.2,-1.7
201508,Vermont,66.6,1
201509,Vermont,62.4,3.2
201510,Vermont,44.3,-3.3
201511,Vermont,39.2,5
201512,Vermont,35.1,10.3
201601,Vermont,20.9,2.4
201602,Vermont,23.9,3.5
201603,Vermont,33.6,5.2
201604,Vermont,38.2,-3
201605,Vermont,54,-1
201606,Vermont,62,0.5
201607,Vermont,67.4,-0.5
201608,Vermont,67.5,1.9
201609,Vermont,59.9,0.7
201610,Vermont,47.7,0.1
201611,Vermont,36.8,2.6
201612,Vermont,23.9,-0.9
201701,Vermont,24.8,6.3
201702,Vermont,25.6,5.2
201703,Vermont,23.5,-4.9
201704,Vermont,45.2,4
201705,Vermont,51.8,-3.2
201706,Vermont,61.5,0
201707,Vermont,65.2,-2.7
201708,Vermont,63.3,-2.3
201709,Vermont,60.8,1.6
201710,Vermont,53,5.4
201711,Vermont,33,-1.2
201712,Vermont,17.9,-6.9
201801,Vermont,16.5,-2
201802,Vermont,25.5,5.1
201803,Vermont,28.2,-0.2
201804,Vermont,36.1,-5.1
201805,Vermont,56.5,1.5
201806,Vermont,60.1,-1.4
201807,Vermont,69.2,1.3
201808,Vermont,68.4,2.8
201809,Vermont,60.6,1.4
201810,Vermont,44.5,-3.1
201811,Vermont,30,-4.2
201812,Vermont,23,-1.8
201901,Vermont,14.9,-3.6
201902,Vermont,19,-1.4
201903,Vermont,25.9,-2.5
201904,Vermont,41.2,0
201905,Vermont,50.8,-4.2
201906,Vermont,60.5,-1
201907,Vermont,68.9,1
201908,Vermont,64.6,-1
201909,Vermont,56.8,-2.4
201910,Vermont,47.3,-0.3
201911,Vermont,29.3,-4.9
201912,Vermont,23.3,-1.5
202001,Vermont,23.6,5.1
200001,Virginia,34,-1.2
200002,Virginia,41.5,2.6
200003,Virginia,49.6,4
200004,Virginia,53.9,-2.6
200005,Virginia,65.7,0
200006,Virginia,72.6,0.1
200007,Virginia,72.3,-4.2
200008,Virginia,72.4,-1.7
200009,Virginia,65.7,-3.6
200010,Virginia,57.4,-0.7
200011,Virginia,43.6,-2.1
200012,Virginia,30.1,-10.3
200101,Virginia,34.3,-0.9
200102,Virginia,41.2,2.3
200103,Virginia,42,-3.6
200104,Virginia,56.6,0.1
200105,Virginia,63,-2.7
200106,Virginia,71.5,-1
200107,Virginia,71.9,-4.6
200108,Virginia,75,0.9
200109,Virginia,64.8,-4.5
200110,Virginia,55.2,-2.9
200111,Virginia,51.2,5.5
200112,Virginia,43.4,3
200201,Virginia,39.2,4
200202,Virginia,40.5,1.6
200203,Virginia,46.3,0.7
200204,Virginia,57.7,1.2
200205,Virginia,62,-3.7
200206,Virginia,72.9,0.4
200207,Virginia,76.6,0.1
200208,Virginia,75.8,1.7
200209,Virginia,69.4,0.1
200210,Virginia,57.5,-0.6
200211,Virginia,44.8,-0.9
200212,Virginia,36,-4.4
200301,Virginia,31.1,-4.1
200302,Virginia,34.8,-4.1
200303,Virginia,48,2.4
200304,Virginia,54.7,-1.8
200305,Virginia,61.7,-4
200306,Virginia,68.9,-3.6
200307,Virginia,74.5,-2
200308,Virginia,75.5,1.4
200309,Virginia,66.7,-2.6
200310,Virginia,55.2,-2.9
200311,Virginia,51.5,5.8
200312,Virginia,36.8,-3.6
200401,Virginia,32.1,-3.1
200402,Virginia,36.3,-2.6
200403,Virginia,47.8,2.2
200404,Virginia,55.4,-1.1
200405,Virginia,68.9,3.2
200406,Virginia,70.8,-1.7
200407,Virginia,74.6,-1.9
200408,Virginia,71.8,-2.3
200409,Virginia,67.9,-1.4
200410,Virginia,57.3,-0.8
200411,Virginia,49.5,3.8
200412,Virginia,38.2,-2.2
200501,Virginia,37.7,2.5
200502,Virginia,39.3,0.4
200503,Virginia,41.8,-3.8
200504,Virginia,55,-1.5
200505,Virginia,59.8,-5.9
200506,Virginia,71.8,-0.7
200507,Virginia,77.1,0.6
200508,Virginia,76.3,2.2
200509,Virginia,70.4,1.1
200510,Virginia,58.2,0.1
200511,Virginia,48.7,3
200512,Virginia,35.1,-5.3
200601,Virginia,42.4,7.2
200602,Virginia,37.4,-1.5
200603,Virginia,46.1,0.5
200604,Virginia,58,1.5
200605,Virginia,61.1,-4.6
200606,Virginia,70.7,-1.8
200607,Virginia,75.9,-0.6
200608,Virginia,76.5,2.4
200609,Virginia,64.8,-4.5
200610,Virginia,54.2,-3.9
200611,Virginia,48.7,3
200612,Virginia,43.1,2.7
200701,Virginia,39.9,4.7
200702,Virginia,31.9,-7
200703,Virginia,49.2,3.6
200704,Virginia,53.4,-3.1
200705,Virginia,64.4,-1.3
200706,Virginia,71.9,-0.6
200707,Virginia,73.8,-2.7
200708,Virginia,77.5,3.4
200709,Virginia,69.4,0.1
200710,Virginia,62.5,4.4
200711,Virginia,46.2,0.5
200712,Virginia,41.5,1.1
200801,Virginia,36,0.8
200802,Virginia,40.3,1.4
200803,Virginia,46.8,1.2
200804,Virginia,55.9,-0.6
200805,Virginia,61.3,-4.4
200806,Virginia,74,1.5
200807,Virginia,74.6,-1.9
200808,Virginia,72.3,-1.8
200809,Virginia,68.2,-1.1
200810,Virginia,54.8,-3.3
200811,Virginia,44.1,-1.6
200812,Virginia,40.2,-0.2
200901,Virginia,32.6,-2.6
200902,Virginia,38.9,0
200903,Virginia,45.1,-0.5
200904,Virginia,55.4,-1.1
200905,Virginia,64.1,-1.6
200906,Virginia,71.6,-0.9
200907,Virginia,71.9,-4.6
200908,Virginia,75.2,1.1
200909,Virginia,66.6,-2.7
200910,Virginia,55.3,-2.8
200911,Virginia,49.5,3.8
200912,Virginia,35.7,-4.7
201001,Virginia,32.7,-2.5
201002,Virginia,31.9,-7
201003,Virginia,47.4,1.8
201004,Virginia,58.6,2.1
201005,Virginia,66.2,0.5
201006,Virginia,76,3.5
201007,Virginia,77.9,1.4
201008,Virginia,76,1.9
201009,Virginia,70,0.7
201010,Virginia,58,-0.1
201011,Virginia,46.3,0.6
201012,Virginia,30.1,-10.3
201101,Virginia,32.1,-3.1
201102,Virginia,40.9,2
201103,Virginia,46,0.4
201104,Virginia,58.2,1.7
201105,Virginia,64.8,-0.9
201106,Virginia,73.4,0.9
201107,Virginia,77.8,1.3
201108,Virginia,74.9,0.8
201109,Virginia,68.2,-1.1
201110,Virginia,55.5,-2.6
201111,Virginia,49.4,3.7
201112,Virginia,42.6,2.2
201201,Virginia,38.9,3.7
201202,Virginia,41.8,2.9
201203,Virginia,55.2,9.6
201204,Virginia,55.6,-0.9
201205,Virginia,67.3,1.6
201206,Virginia,70.2,-2.3
201207,Virginia,78.7,2.2
201208,Virginia,74,-0.1
201209,Virginia,66.9,-2.4
201210,Virginia,56.4,-1.7
201211,Virginia,42.7,-3
201212,Virginia,42.9,2.5
201301,Virginia,38.5,3.3
201302,Virginia,36.8,-2.1
201303,Virginia,40.1,-5.5
201304,Virginia,56,-0.5
201305,Virginia,62.5,-3.2
201306,Virginia,72.2,-0.3
201307,Virginia,75.6,-0.9
201308,Virginia,71.8,-2.3
201309,Virginia,66.3,-3
201310,Virginia,57.6,-0.5
201311,Virginia,43.7,-2
201312,Virginia,40.3,-0.1
201401,Virginia,29.4,-5.8
201402,Virginia,37,-1.9
201403,Virginia,40.7,-4.9
201404,Virginia,55,-1.5
201405,Virginia,65.2,-0.5
201406,Virginia,72.5,0
201407,Virginia,73.4,-3.1
201408,Virginia,71.3,-2.8
201409,Virginia,68.1,-1.2
201410,Virginia,57.8,-0.3
201411,Virginia,42.1,-3.6
201412,Virginia,40.8,0.4
201501,Virginia,33.8,-1.4
201502,Virginia,28.9,-10
201503,Virginia,44.2,-1.4
201504,Virginia,55.9,-0.6
201505,Virginia,67.1,1.4
201506,Virginia,73.7,1.2
201507,Virginia,75.3,-1.2
201508,Virginia,73.2,-0.9
201509,Virginia,69.3,0
201510,Virginia,56.3,-1.8
201511,Virginia,51.1,5.4
201512,Virginia,49.6,9.2
201601,Virginia,33.1,-2.1
201602,Virginia,38.4,-0.5
201603,Virginia,51.8,6.2
201604,Virginia,55.1,-1.4
201605,Virginia,61.9,-3.8
201606,Virginia,71.8,-0.7
201607,Virginia,77.3,0.8
201608,Virginia,77,2.9
201609,Virginia,71.8,2.5
201610,Virginia,59.8,1.7
201611,Virginia,48.3,2.6
201612,Virginia,39.1,-1.3
201701,Virginia,40.1,4.9
201702,Virginia,46,7.1
201703,Virginia,45.9,0.3
201704,Virginia,60.6,4.1
201705,Virginia,63.4,-2.3
201706,Virginia,71.2,-1.3
201707,Virginia,76.8,0.3
201708,Virginia,72.8,-1.3
201709,Virginia,67.4,-1.9
201710,Virginia,60.2,2.1
201711,Virginia,46.1,0.4
201712,Virginia,37.2,-3.2
201801,Virginia,31.8,-3.4
201802,Virginia,45.2,6.3
201803,Virginia,41.2,-4.4
201804,Virginia,52.2,-4.3
201805,Virginia,69.7,4
201806,Virginia,73.1,0.6
201807,Virginia,75.1,-1.4
201808,Virginia,75.2,1.1
201809,Virginia,72.8,3.5
201810,Virginia,59,0.9
201811,Virginia,43.8,-1.9
201812,Virginia,39.7,-0.7
201901,Virginia,36.3,1.1
201902,Virginia,41.8,2.9
201903,Virginia,43.9,-1.7
201904,Virginia,58.1,1.6
201905,Virginia,68.9,3.2
201906,Virginia,71.2,-1.3
201907,Virginia,77.1,0.6
201908,Virginia,74.7,0.6
201909,Virginia,72.5,3.2
201910,Virginia,60.6,2.5
201911,Virginia,43.1,-2.6
201912,Virginia,41.5,1.1
202001,Virginia,40.6,5.4
200001,Washington,30.4,-2.2
200002,Washington,35.2,1.4
200003,Washington,39.1,-0.7
200004,Washington,47.8,2.4
200005,Washington,51.1,-2.3
200006,Washington,58.5,-0.1
200007,Washington,63.5,-2.2
200008,Washington,63.4,-2.8
200009,Washington,56.3,-2
200010,Washington,46.8,-0.9
200011,Washington,32.6,-4.9
200012,Washington,29.4,-1.9
200101,Washington,31.8,-0.8
200102,Washington,32.1,-1.7
200103,Washington,40,0.2
200104,Washington,43.5,-1.9
200105,Washington,53.1,-0.3
200106,Washington,55.6,-3
200107,Washington,63.4,-2.3
200108,Washington,66,-0.2
200109,Washington,59.8,1.5
200110,Washington,45.7,-2
200111,Washington,39.7,2.2
200112,Washington,31.8,0.5
200201,Washington,32.9,0.3
200202,Washington,34.3,0.5
200203,Washington,35.6,-4.2
200204,Washington,44.7,-0.7
200205,Washington,49.7,-3.7
200206,Washington,59.5,0.9
200207,Washington,66.1,0.4
200208,Washington,63.6,-2.6
200209,Washington,57.5,-0.8
200210,Washington,45.5,-2.2
200211,Washington,39.2,1.7
200212,Washington,34.6,3.3
200301,Washington,36.1,3.5
200302,Washington,35.4,1.6
200303,Washington,41,1.2
200304,Washington,44.6,-0.8
200305,Washington,51.3,-2.1
200306,Washington,60.8,2.2
200307,Washington,67.5,1.8
200308,Washington,65.9,-0.3
200309,Washington,60,1.7
200310,Washington,50.6,2.9
200311,Washington,33.3,-4.2
200312,Washington,31.6,0.3
200401,Washington,29.8,-2.8
200402,Washington,35.1,1.3
200403,Washington,42.9,3.1
200404,Washington,48.6,3.2
200405,Washington,52.4,-1
200406,Washington,60.4,1.8
200407,Washington,67.3,1.6
200408,Washington,67,0.8
200409,Washington,56.1,-2.2
200410,Washington,48.5,0.8
200411,Washington,38.1,0.6
200412,Washington,34.5,3.2
200501,Washington,31.5,-1.1
200502,Washington,35.8,2
200503,Washington,42.7,2.9
200504,Washington,46.3,0.9
200505,Washington,54.7,1.3
200506,Washington,57,-1.6
200507,Washington,65,-0.7
200508,Washington,65.8,-0.4
200509,Washington,55.7,-2.6
200510,Washington,48.4,0.7
200511,Washington,35.7,-1.8
200512,Washington,29.4,-1.9
200601,Washington,35.9,3.3
200602,Washington,32.8,-1
200603,Washington,38.8,-1
200604,Washington,45.7,0.3
200605,Washington,53,-0.4
200606,Washington,59.8,1.2
200607,Washington,67.5,1.8
200608,Washington,64.2,-2
200609,Washington,58.8,0.5
200610,Washington,47,-0.7
200611,Washington,36.1,-1.4
200612,Washington,30.5,-0.8
200701,Washington,28.6,-4
200702,Washington,35.6,1.8
200703,Washington,41.5,1.7
200704,Washington,44.9,-0.5
200705,Washington,52.9,-0.5
200706,Washington,57.5,-1.1
200707,Washington,68.1,2.4
200708,Washington,63.3,-2.9
200709,Washington,56.7,-1.6
200710,Washington,45.6,-2.1
200711,Washington,36.4,-1.1
200712,Washington,30.4,-0.9
200801,Washington,27.4,-5.2
200802,Washington,35.4,1.6
200803,Washington,37,-2.8
200804,Washington,40.8,-4.6
200805,Washington,53.1,-0.3
200806,Washington,56.2,-2.4
200807,Washington,64.4,-1.3
200808,Washington,64,-2.2
200809,Washington,57.8,-0.5
200810,Washington,46.6,-1.1
200811,Washington,40.2,2.7
200812,Washington,26.2,-5.1
200901,Washington,30.1,-2.5
200902,Washington,33.1,-0.7
200903,Washington,35.3,-4.5
200904,Washington,44.1,-1.3
200905,Washington,52.3,-1.1
200906,Washington,59.9,1.3
200907,Washington,67.5,1.8
200908,Washington,65.4,-0.8
200909,Washington,59.9,1.6
200910,Washington,44.2,-3.5
200911,Washington,38,0.5
200912,Washington,26.6,-4.7
201001,Washington,36.3,3.7
201002,Washington,38.5,4.7
201003,Washington,40.9,1.1
201004,Washington,44.6,-0.8
201005,Washington,48.7,-4.7
201006,Washington,55.9,-2.7
201007,Washington,64.2,-1.5
201008,Washington,63.5,-2.7
201009,Washington,57.1,-1.2
201010,Washington,48.6,0.9
201011,Washington,34.8,-2.7
201012,Washington,31.9,0.6
201101,Washington,32.1,-0.5
201102,Washington,31.1,-2.7
201103,Washington,38.4,-1.4
201104,Washington,40.2,-5.2
201105,Washington,48.6,-4.8
201106,Washington,55.5,-3.1
201107,Washington,61,-4.7
201108,Washington,64.9,-1.3
201109,Washington,61,2.7
201110,Washington,47.2,-0.5
201111,Washington,35.3,-2.2
201112,Washington,31,-0.3
201201,Washington,30.7,-1.9
201202,Washington,34.5,0.7
201203,Washington,37.6,-2.2
201204,Washington,46,0.6
201205,Washington,50.9,-2.5
201206,Washington,55,-3.6
201207,Washington,65.2,-0.5
201208,Washington,66.2,0
201209,Washington,59.7,1.4
201210,Washington,47.4,-0.3
201211,Washington,39,1.5
201212,Washington,32.5,1.2
201301,Washington,29.1,-3.5
201302,Washington,35.5,1.7
201303,Washington,40.2,0.4
201304,Washington,44.7,-0.7
201305,Washington,53.5,0.1
201306,Washington,58.7,0.1
201307,Washington,67.2,1.5
201308,Washington,66.2,0
201309,Washington,59.7,1.4
201310,Washington,46.1,-1.6
201311,Washington,36.7,-0.8
201312,Washington,28.2,-3.1
201401,Washington,34.1,1.5
201402,Washington,29.8,-4
201403,Washington,40.1,0.3
201404,Washington,45.8,0.4
201405,Washington,54.3,0.9
201406,Washington,58.3,-0.3
201407,Washington,68.6,2.9
201408,Washington,67.3,1.1
201409,Washington,59.8,1.5
201410,Washington,51.9,4.2
201411,Washington,36.3,-1.2
201412,Washington,34.2,2.9
201501,Washington,35.1,2.5
201502,Washington,40.7,6.9
201503,Washington,44.8,5
201504,Washington,45.7,0.3
201505,Washington,56,2.6
201506,Washington,65.5,6.9
201507,Washington,68.6,2.9
201508,Washington,66.6,0.4
201509,Washington,56.2,-2.1
201510,Washington,52.4,4.7
201511,Washington,36,-1.5
201512,Washington,32.1,0.8
201601,Washington,33,0.4
201602,Washington,39.1,5.3
201603,Washington,41.8,2
201604,Washington,51.6,6.2
201605,Washington,55.1,1.7
201606,Washington,59.9,1.3
201607,Washington,63.6,-2.1
201608,Washington,65.9,-0.3
201609,Washington,56.4,-1.9
201610,Washington,47.4,-0.3
201611,Washington,43,5.5
201612,Washington,26.1,-5.2
201701,Washington,24.8,-7.8
201702,Washington,31,-2.8
201703,Washington,39.3,-0.5
201704,Washington,44.2,-1.2
201705,Washington,53.7,0.3
201706,Washington,59.5,0.9
201707,Washington,67.1,1.4
201708,Washington,68.6,2.4
201709,Washington,59.8,1.5
201710,Washington,46.2,-1.5
201711,Washington,37.7,0.2
201712,Washington,29.9,-1.4
201801,Washington,35.4,2.8
201802,Washington,32.4,-1.4
201803,Washington,38.8,-1
201804,Washington,45.3,-0.1
201805,Washington,57.6,4.2
201806,Washington,58.2,-0.4
201807,Washington,67.5,1.8
201808,Washington,66,-0.2
201809,Washington,56.3,-2
201810,Washington,47.4,-0.3
201811,Washington,38.6,1.1
201812,Washington,33.1,1.8
201901,Washington,34.2,1.6
201902,Washington,25.3,-8.5
201903,Washington,36.2,-3.6
201904,Washington,46.3,0.9
201905,Washington,55.6,2.2
201906,Washington,59.5,0.9
201907,Washington,63.8,-1.9
201908,Washington,66.4,0.2
201909,Washington,57.1,-1.2
201910,Washington,42.8,-4.9
201911,Washington,37.6,0.1
201912,Washington,33.5,2.2
202001,Washington,34.2,1.6
200001,West Virginia,29.5,-1.2
200002,West Virginia,39,4.5
200003,West Virginia,46.1,4
200004,West Virginia,51,-2.5
200005,West Virginia,62.9,-0.3
200006,West Virginia,69.8,0.5
200007,West Virginia,69,-4.1
200008,West Virginia,69.5,-1.7
200009,West Virginia,63.3,-3.2
200010,West Virginia,55.2,0.2
200011,West Virginia,40.4,-2
200012,West Virginia,25.6,-11.1
200101,West Virginia,29.4,-1.3
200102,West Virginia,38,3.5
200103,West Virginia,37.3,-4.8
200104,West Virginia,54.6,1.1
200105,West Virginia,61,-2.2
200106,West Virginia,67.8,-1.5
200107,West Virginia,69.4,-3.7
200108,West Virginia,72.5,1.3
200109,West Virginia,62.2,-4.3
200110,West Virginia,52.3,-2.7
200111,West Virginia,47.9,5.5
